index_type,query_name,execution_time,cpu_change,memory_change
reverse,similar_category_products_reverse,0.13402152061462402,0.0,0.0
reverse,similar_products_reverse,4.728536367416382,0.0,0.0
reverse,specific_product_orders_reverse,0.04649186134338379,0.0,0.0
reverse,stock_status_reverse,0.008634328842163086,0.0,0.0
reverse,time_series_analysis_reverse,-1.0,-1.0,-1.0
reverse,timestamp_query,0.02410435676574707,0.0,0.0
reverse,trigram_match_reverse,0.004041194915771484,0.0,0.0
reverse,user_last_order_reverse,0.027135848999023438,0.0,0.0
reverse,user_lookup_reverse,0.006475687026977539,0.0,0.0
reverse,user_orders_reverse,0.04539775848388672,0.0,0.0
